job_id,titles,companies,locations,categorys,subCategories,job_types,salaries,dateposted,datedisplay
74395638,Programme Manager for AI Singapore,Yale-NUS College,Central Region,Information & Communication Technology,Programme & Project Management,Full time,,2024-03-12T06:32:00Z,8d ago
74401234,Data & AI Solution Specialist,Microsoft,Central Region,Sales,Account & Relationship Management,Full time,,2024-03-12T15:12:00Z,8d ago
74395465,Project Manager (AI) - J43963,ScienTec Consulting Pte Ltd,Central Region,Information & Communication Technology,Programme & Project Management,Full time,"$7,000 – $9,500 per month",2024-03-12T09:45:13Z,8d ago
74351670,Programme Manager for AI Singapore,National University of Singapore,Central Region,Education & Training,Other,Full time,,2024-03-11T00:15:28Z,9d ago
74348772,AI Cloud Product Manager/Senior Product Manager– ID: 602442,PERSOLKELLY Singapore Pte Ltd (Formerly Kelly Services Singapore Pte Ltd),East Region,Information & Communication Technology,Product Management & Development,Full time,"$10,000 – $15,000 per month",2024-03-10T15:41:33Z,10d ago
74612540,"Machine Learning Engineer, App Ads and Gaming",TIKTOK PTE. LTD.,Central Region,Information & Communication Technology,Engineering - Software,Full time,,2024-03-20T18:50:00Z,4h ago
74604122,Algorithm Software Engineer Intern 900021,Tencent International Service Pte. Ltd.,Central Region,Information & Communication Technology,Engineering - Software,Full time,,2024-03-20T07:06:00Z,16h ago
74325918,"Senior/Staff Software Engineer, Edge AI - Toolchain",OmniVision Technologies Singapore Pte Ltd,West Region,Information & Communication Technology,Engineering - Software,Full time,,2024-03-08T08:27:59Z,12d ago
74309178,"Senior/Research Engineer (AI/ML), Computing and Intelligence, IHPC","Agency for Science, Technology and Research (A*STAR)",Central Region,Information & Communication Technology,Other,Full time,,2024-03-08T01:25:08Z,12d ago
74327965,Strategy Product Manager - AI Innovation Products,BYTEDANCE PTE. LTD.,Central Region,Marketing & Communications,Product Management & Development,Full time,,2024-03-08T05:11:00Z,12d ago
74309540,Research Associate (AI algorithm) (R00014047),Nanyang Technological University,Central Region,Education & Training,Research & Fellowships,Full time,,2024-03-08T01:37:57Z,12d ago
74292480,AI Project Manager (Global) -J43918,ScienTec Consulting Pte Ltd,Central Region,Information & Communication Technology,Programme & Project Management,Full time,"$8,000 – $10,000 per month",2024-03-07T09:55:56Z,13d ago
74434353,"Software Engineer, Machine Learning, Search - Singapore",Google Inc.,Central Region,Information & Communication Technology,Engineering - Software,Full time,,2024-03-13T11:24:00Z,7d ago
74296765,"Technology Consulting, Manager (Cloud & AI Architect)",KPMG Services Pte Ltd,Central Region,Information & Communication Technology,Consultants,Full time,,2024-03-07T10:46:00Z,13d ago
74612269,RESEARCH AND DEVELOPMENT (R&D) DIRECTOR,OKRATIN SOLUTIONS PTE. LTD.,Central Region,Information & Communication Technology,Developers/Programmers,Full time,,2024-03-20T18:44:00Z,5h ago
74246523,Research Associate (AI Law) (R00015991),Nanyang Technological University,Central Region,Education & Training,Research & Fellowships,Full time,,2024-03-06T05:26:21Z,14d ago
74248390,"Head, Data Engineering & AI - Research Office, NUSMed (2-year contract) - Resear",National University of Singapore,Central Region,Education & Training,Research & Fellowships,Contract/Temp,,2024-03-06T06:36:23Z,14d ago
74284698,Strategy Product Manager - AI Innovation Products,BYTEDANCE PTE. LTD.,Central Region,Marketing & Communications,Product Management & Development,Full time,,2024-03-06T13:21:00Z,14d ago
74231686,"Manager/Assistant Manager, AI Office (2-year contract)",Changi General Hospital,East Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-05T15:54:45Z,15d ago
74246484,Research Associate in Energy Studies Institute (Specialised in AI and ML),National University of Singapore,Central Region,Healthcare & Medical,Clinical/Medical Research,Full time,,2024-03-06T05:24:55Z,14d ago
74246455,Research Fellow in Energy Studies Institute (Specialised in AI and ML),National University of Singapore,Central Region,Education & Training,Research & Fellowships,Full time,,2024-03-06T05:23:34Z,14d ago
74612607,"Machine Learning Research Scientist, Business Integrity",TIKTOK PTE. LTD.,Central Region,Education & Training,Research & Fellowships,Full time,,2024-03-20T18:51:00Z,4h ago
74286300,Event Marketing Specialist (Ai - Tech / Education),DADACONSULTANTS PTE. LTD.,Central Region,Marketing & Communications,Event Management,Full time,,2024-03-05T11:50:00Z,15d ago
74285182,AI  / LLM Internship,Levanto,West Region,Marketing & Communications,Marketing Communications,Casual/Vacation,,2024-03-05T09:08:00Z,15d ago
74204984,"Customer Engineer, AI Search, Google Cloud",Google Inc.,Central Region,Information & Communication Technology,Sales - Pre & Post,Full time,,2024-03-04T18:10:00Z,16d ago
74485694,"Research Officer, Computer Vision and Pattern Discovery (BII)","Agency for Science, Technology and Research (A*STAR)",Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-15T06:34:22Z,5d ago
74565992,ASIC and FPGA Functional Correctness Verification,Advanced Micro Devices (S) Pte Ltd,East Region,Engineering,Electrical/Electronic Engineering,Full time,,2024-03-19T10:46:00Z,1d ago
74541284,Principal ML Engineer,SPACEAGE LABS PTE. LTD.,West Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-18T14:25:00Z,2d ago
74433439,Software Engineer (Computer Vision),Hudson Global Resources ( HQ ),Central Region,Information & Communication Technology,Engineering - Software,Full time,To be advised,2024-03-13T12:34:44Z,7d ago
74172607,AI Infrastructure Consultant,InvoSystems Solutions Pte Ltd,Central Region,Information & Communication Technology,Programme & Project Management,Full time,,2024-03-03T10:52:00Z,17d ago
74507968,Postdoctoral Associate,SingaporeMIT Alliance for Research and Technology,Central Region,Education & Training,Teaching - Tertiary,Full time,,2024-03-16T09:53:00Z,4d ago
74489976,Software Engineer C++,Talent Trader Group Pte Ltd,Central Region,Information & Communication Technology,Developers/Programmers,Full time,"$4,500 – $6,500 per month",2024-03-15T08:35:47Z,5d ago
74568397,Algorithm engineer,SHOKZ (SINGAPORE) PTE. LTD.,Central Region,Engineering,Electrical/Electronic Engineering,Full time,,2024-03-19T12:36:00Z,1d ago
74456485,Software Engineer (Vision),Hudson Global Resources ( HQ ),Central Region,Information & Communication Technology,Engineering - Software,Full time,To be advised,2024-03-14T06:18:36Z,6d ago
74495338,"Cloud Native Engineer, ARK Large Model Platform",TIKTOK PTE. LTD.,Central Region,Information & Communication Technology,Team Leaders,Full time,,2024-03-15T10:34:00Z,5d ago
74162798,Lecturer/School of Informatics & IT (Diploma in Applied AI),Public Service Division,Central Region,Education & Training,Teaching - Tertiary,Full time,,2024-03-01T22:32:00Z,19d ago
74158340,Data & AI Solution Specialist,Microsoft,Central Region,Sales,Sales Representatives/Consultants,Full time,,2024-03-01T10:55:00Z,19d ago
74502744,Generative A.I Specialist,ST Engineering Ltd,Central Region,Information & Communication Technology,Programme & Project Management,Full time,,2024-03-15T21:40:00Z,5d ago
74162793,Senior Manager (AI Engineer) (Dept of Transformation & Digitalisation),Public Service Division,Central Region,Information & Communication Technology,Developers/Programmers,Full time,,2024-03-01T22:32:00Z,19d ago
74146477,Trainer/ Adult Training Educator (Marketing & AI Course),Dr.SOS,Central Region,Human Resources & Recruitment,Training & Development,Part time,,2024-03-01T02:36:00Z,19d ago
74401742,Computer Vision Algorithm Engineer (KYC) - Global Payment - Singapore,Pipo,Central Region,Information & Communication Technology,Team Leaders,Full time,,2024-03-12T15:14:00Z,8d ago
74078500,AI ASIC Engineer Entry-Level Chip Design,Expedera R&D Pte Ltd,Central Region,Engineering,Electrical/Electronic Engineering,Full time,"$4,000 – $6,000 per month",2024-02-28T03:21:30Z,21d ago
74120492,AI & Advanced Analytics Consultant,Bioquest Advisory,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,,2024-02-29T06:44:00Z,20d ago
74082516,AI Courseware Engineer (Innovation) for AI Singapore,National University of Singapore,Central Region,Education & Training,Other,Full time,,2024-02-28T04:45:44Z,21d ago
74109572,"Technology Consulting, Manager (Cloud & AI Architect)",KPMG Services Pte Ltd,Central Region,Information & Communication Technology,Consultants,Full time,,2024-02-29T00:14:00Z,20d ago
74499433,Senior/Research Assistant,SUTD (Singapore University of Technology & Design),Central Region,Engineering,Electrical/Electronic Engineering,Full time,,2024-03-15T15:09:00Z,5d ago
74109389,Executive / Senior Executive (Innovation) for AI Singapore,National University of Singapore,Central Region,Education & Training,Other,Full time,,2024-02-29T03:26:15Z,20d ago
74108935,Executive / Senior Executive (Innovation) for AI Singapore,National University of Singapore,Central Region,Education & Training,Other,Full time,,2024-02-29T03:16:05Z,20d ago
74090774,Postdoctoral Associate (AI for Human Capital Development in Future of Work),Singapore-MIT Alliance for Research and Technology Centre,Central Region,Science & Technology,Other,Full time,,2024-02-28T09:41:54Z,21d ago
74090517,Research Scientist (Designing human-AI teams) (CS),Singapore-MIT Alliance for Research and Technology Centre,Central Region,Science & Technology,Other,Full time,,2024-02-28T09:32:00Z,21d ago
74090405,Postdoctoral Associate (Designing human-AI teams) (CS),Singapore-MIT Alliance for Research and Technology Centre,Central Region,Science & Technology,Other,Full time,,2024-02-28T09:27:41Z,21d ago
74099524,Technical Architect - Partner AI Solutions,MuleSoft,Central Region,Information & Communication Technology,Architects,Full time,,2024-02-28T19:15:00Z,21d ago
74028623,AI Researcher,PENTAS VISION PTE. LTD.,West Region,Information & Communication Technology,Testing & Quality Assurance,Full time,,2024-02-26T07:10:00Z,23d ago
74090740,"Postdoctoral Associate (Ethical, accountable & transparent AI)",Singapore-MIT Alliance for Research and Technology Centre,Central Region,Science & Technology,Other,Full time,,2024-02-28T09:40:42Z,21d ago
74090706,Research Scientist (Designing human-AI teams) (SS),Singapore-MIT Alliance for Research and Technology Centre,Central Region,Science & Technology,Other,Full time,,2024-02-28T09:39:19Z,21d ago
74090459,Research Engineer (Designing human-AI teams) (CS),Singapore-MIT Alliance for Research and Technology Centre,Central Region,Engineering,Other,Full time,,2024-02-28T09:29:44Z,21d ago
74325984,Software Engineer/ Vision,Talent Trader Group Pte Ltd,Central Region,Engineering,Electrical/Electronic Engineering,Full time,"$4,500 – $6,500 per month",2024-03-08T08:29:47Z,12d ago
74090592,Postdoctoral Associate (Designing human-AI teams) (SS),Singapore-MIT Alliance for Research and Technology Centre,Central Region,Science & Technology,Other,Full time,,2024-02-28T09:36:33Z,21d ago
74065734,Internship: Data/AI Engineer (May - Aug 2024),IBM SERVICES TALENT DELIVERY PTE. LTD.,Central Region,Administration & Office Support,Administrative Assistants,Full time,,2024-02-27T13:43:00Z,22d ago
74090665,Research Engineer (Designing human-AI teams) (SS),Singapore-MIT Alliance for Research and Technology Centre,Central Region,Science & Technology,Other,Full time,,2024-02-28T09:37:50Z,21d ago
74065546,AI Agent Development (Assistant) Product Manager,Jeffery Adventure Pte. Ltd.,West Region,Information & Communication Technology,Product Management & Development,Part time,,2024-02-27T12:13:00Z,22d ago
74067808,"Technology Consulting, Manager (Cloud & AI Architect)",KPMG Services Pte Ltd,Central Region,Information & Communication Technology,Architects,Full time,,2024-02-27T15:57:00Z,22d ago
72035864,AI/HPC Infrastructure Engineer,DSO National Laboratories,West Region,Information & Communication Technology,Security,Full time,,2024-02-26T08:57:14Z,23d ago
74065550,"Principal Platform Specialist, AI/ML",Snowflake,Central Region,Information & Communication Technology,Team Leaders,Full time,,2024-02-27T12:05:00Z,22d ago
74072945,"Generative AI Go-To-Market Lead, Google Cloud Consulting",Google Inc.,Central Region,Information & Communication Technology,Programme & Project Management,Full time,,2024-02-27T22:14:00Z,22d ago
74017640,"Software Engineer, AI Centre for Educational Technologies",National University of Singapore,Central Region,Information & Communication Technology,Developers/Programmers,Contract/Temp,,2024-02-26T03:29:12Z,23d ago
74239240,Research Associate (Computer Vision) [R00009130]. /,Nanyang Technological University,Central Region,Education & Training,Research & Fellowships,Full time,,2024-03-06T02:40:22Z,14d ago
74401689,Algorithm researcher,SenseTime International,Central Region,Education & Training,Research & Fellowships,Full time,,2024-03-12T15:12:00Z,8d ago
74017157,"Senior Software Engineer, AI Centre for Educational Technologies",National University of Singapore,Central Region,Information & Communication Technology,Developers/Programmers,Contract/Temp,,2024-02-26T03:16:06Z,23d ago
74000364,AI Engineer (Project Lead),BREATHONIX PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-02-24T08:11:00Z,25d ago
74348775,"Customer Success Engineer, Data Governance – ID: 602446",PERSOLKELLY Singapore Pte Ltd (Formerly Kelly Services Singapore Pte Ltd),East Region,Information & Communication Technology,Networks & Systems Administration,Full time,"$8,000 – $10,000 per month",2024-03-10T15:48:44Z,10d ago
73995326,AI/ML Software engineer,TRENDLINES MEDICAL SINGAPORE PTE. LTD.,Central Region,Information & Communication Technology,Developers/Programmers,Full time,,2024-02-23T22:12:00Z,26d ago
74296951,"Assistant Principal Engineer, Artificial Intelligence, Mobility Road",ST Engineering Ltd,West Region,Engineering,Electrical/Electronic Engineering,Full time,,2024-03-07T10:28:00Z,13d ago
73978380,AI Engineer for AI Singapore (AI Products),National University of Singapore,Central Region,Information & Communication Technology,Engineering - Software,Full time,,2024-02-23T06:42:03Z,26d ago
74285303,Senior Computer Vision Engineer,Rapsodo Pte Ltd,Central Region,Information & Communication Technology,Team Leaders,Full time,,2024-03-05T11:49:00Z,15d ago
73971602,Research Engineer (Robust AI),National University of Singapore,Central Region,Education & Training,Research & Fellowships,Full time,,2024-02-23T03:37:48Z,26d ago
73953678,AI Engineer-Python / Dataiku,INFOSTAQ SOLUTIONS PTE. LTD.,Central Region,Education & Training,Research & Fellowships,Contract/Temp,,2024-02-22T08:57:00Z,27d ago
